sep=;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2005-04-27;0,00;0,00;0,00;779,18;755,18;757,05;;;;0;
2005-04-26;0,00;0,00;0,00;786,73;775,73;780,32;;;;0;
2005-04-25;0,00;0,00;0,00;786,65;779,53;786,16;;;;0;
2005-04-22;0,00;0,00;0,00;787,22;781,55;785,96;;;;0;
2005-04-21;0,00;0,00;0,00;778,40;771,03;775,28;;;;0;
2005-04-20;0,00;0,00;0,00;780,77;773,08;773,10;;;;0;
2005-04-19;0,00;0,00;0,00;778,91;772,33;773,90;;;;0;
2005-04-18;0,00;0,00;0,00;783,15;768,22;772,86;;;;0;
2005-04-15;0,00;0,00;0,00;792,90;782,44;784,29;;;;0;
2005-04-14;0,00;0,00;0,00;797,19;787,38;796,37;;;;0;
2005-04-13;0,00;0,00;0,00;794,03;789,35;791,83;;;;0;
2005-04-12;0,00;0,00;0,00;792,30;786,17;787,77;;;;0;
2005-04-11;0,00;0,00;0,00;792,81;785,57;792,30;;;;0;
2005-04-08;0,00;0,00;0,00;791,48;788,53;791,09;;;;0;
2005-04-07;0,00;0,00;0,00;790,31;785,09;788,29;;;;0;
2005-04-06;0,00;0,00;0,00;789,47;783,88;789,39;;;;0;
2005-04-05;0,00;0,00;0,00;784,13;777,57;784,13;;;;0;
2005-04-04;0,00;0,00;0,00;777,62;772,52;775,46;;;;0;
2005-04-01;0,00;0,00;0,00;779,93;770,96;778,64;;;;0;
2005-03-31;0,00;0,00;0,00;775,20;769,40;770,39;;;;0;
2005-03-30;0,00;0,00;0,00;769,69;764,62;769,49;;;;0;
2005-03-29;0,00;0,00;0,00;775,24;766,56;771,08;;;;0;
2005-03-24;0,00;0,00;0,00;772,31;768,26;770,48;;;;0;
2005-03-23;0,00;0,00;0,00;769,16;759,01;769,11;;;;0;
2005-03-22;0,00;0,00;0,00;768,37;760,53;766,32;;;;0;
2005-03-21;0,00;0,00;0,00;767,37;759,22;760,17;;;;0;
2005-03-18;0,00;0,00;0,00;769,60;763,63;764,26;;;;0;
2005-03-17;0,00;0,00;0,00;768,66;764,22;766,60;;;;0;
2005-03-16;0,00;0,00;0,00;777,16;765,17;765,43;;;;0;
2005-03-15;0,00;0,00;0,00;779,52;774,16;778,35;;;;0;
2005-03-14;0,00;0,00;0,00;774,60;766,25;773,37;;;;0;
2005-03-11;0,00;0,00;0,00;774,50;768,78;771,22;;;;0;
2005-03-10;0,00;0,00;0,00;774,64;765,82;766,64;;;;0;
2005-03-09;0,00;0,00;0,00;780,08;772,71;775,63;;;;0;
2005-03-08;0,00;0,00;0,00;779,87;775,62;775,78;;;;0;
2005-03-07;0,00;0,00;0,00;787,39;778,74;780,47;;;;0;
2005-03-04;0,00;0,00;0,00;784,17;776,26;784,17;;;;0;
2005-03-03;0,00;0,00;0,00;780,03;774,77;775,55;;;;0;
2005-03-02;0,00;0,00;0,00;776,56;769,92;776,54;;;;0;
2005-03-01;0,00;0,00;0,00;774,25;765,36;772,09;;;;0;
2005-02-28;0,00;0,00;0,00;774,52;769,06;769,97;;;;0;
2005-02-25;0,00;0,00;0,00;770,03;764,17;769,89;;;;0;
2005-02-24;0,00;0,00;0,00;764,57;759,19;761,61;;;;0;
2005-02-23;0,00;0,00;0,00;761,54;750,60;759,16;;;;0;
2005-02-22;0,00;0,00;0,00;760,84;754,08;758,64;;;;0;
2005-02-21;0,00;0,00;0,00;764,20;758,14;760,86;;;;0;
2005-02-18;0,00;0,00;0,00;764,01;758,02;758,02;;;;0;
2005-02-17;0,00;0,00;0,00;768,76;760,29;764,11;;;;0;
2005-02-16;0,00;0,00;0,00;769,83;759,82;764,56;;;;0;
2005-02-15;0,00;0,00;0,00;773,49;764,08;770,40;;;;0;
2005-02-14;0,00;0,00;0,00;770,92;763,68;765,38;;;;0;
2005-02-11;0,00;0,00;0,00;767,98;758,54;766,82;;;;0;
2005-02-10;0,00;0,00;0,00;763,00;754,69;755,63;;;;0;
2005-02-09;0,00;0,00;0,00;771,69;759,30;769,05;;;;0;
2005-02-08;0,00;0,00;0,00;766,75;762,57;762,98;;;;0;
2005-02-07;0,00;0,00;0,00;765,69;758,61;765,69;;;;0;
2005-02-04;0,00;0,00;0,00;757,98;750,15;755,57;;;;0;
2005-02-03;0,00;0,00;0,00;755,22;748,90;750,12;;;;0;
2005-02-02;0,00;0,00;0,00;756,55;749,74;754,04;;;;0;
2005-02-01;0,00;0,00;0,00;750,55;739,98;750,06;;;;0;
2005-01-31;0,00;0,00;0,00;745,99;736,68;741,50;;;;0;
2005-01-28;0,00;0,00;0,00;742,43;735,25;735,32;;;;0;
2005-01-27;0,00;0,00;0,00;744,38;734,86;741,92;;;;0;
2005-01-26;0,00;0,00;0,00;739,04;733,09;736,73;;;;0;
2005-01-25;0,00;0,00;0,00;737,49;725,22;736,19;;;;0;
2005-01-24;0,00;0,00;0,00;733,20;724,73;727,56;;;;0;
2005-01-21;0,00;0,00;0,00;739,36;734,25;735,10;;;;0;
2005-01-20;0,00;0,00;0,00;743,27;736,03;736,87;;;;0;
2005-01-19;0,00;0,00;0,00;748,08;744,59;746,09;;;;0;
2005-01-18;0,00;0,00;0,00;747,09;739,50;746,16;;;;0;
2005-01-17;0,00;0,00;0,00;749,18;743,51;747,73;;;;0;
2005-01-14;0,00;0,00;0,00;743,08;733,95;742,63;;;;0;
2005-01-13;0,00;0,00;0,00;741,12;733,16;737,36;;;;0;
2005-01-12;0,00;0,00;0,00;748,77;732,43;734,31;;;;0;
2005-01-11;0,00;0,00;0,00;758,13;747,22;747,80;;;;0;
2005-01-10;0,00;0,00;0,00;757,90;748,84;757,45;;;;0;
2005-01-07;0,00;0,00;0,00;748,65;743,94;748,02;;;;0;
2005-01-05;0,00;0,00;0,00;751,60;744,24;745,23;;;;0;
2005-01-04;0,00;0,00;0,00;754,67;746,32;753,56;;;;0;
2005-01-03;0,00;0,00;0,00;750,77;740,23;747,76;;;;0;
2004-12-30;0,00;0,00;0,00;743,28;740,49;741,88;;;;0;
2004-12-29;0,00;0,00;0,00;742,05;736,58;740,79;;;;0;
2004-12-28;0,00;0,00;0,00;744,14;736,61;739,84;;;;0;
2004-12-27;0,00;0,00;0,00;744,35;739,77;741,89;;;;0;
2004-12-23;0,00;0,00;0,00;742,47;737,75;741,98;;;;0;
2004-12-22;0,00;0,00;0,00;743,65;739,12;743,30;;;;0;
2004-12-21;0,00;0,00;0,00;739,08;733,73;737,69;;;;0;
2004-12-20;0,00;0,00;0,00;736,96;730,00;735,05;;;;0;
2004-12-17;0,00;0,00;0,00;740,72;728,76;728,94;;;;0;
2004-12-16;0,00;0,00;0,00;742,58;736,84;739,94;;;;0;
2004-12-15;0,00;0,00;0,00;743,39;737,13;737,25;;;;0;
2004-12-14;0,00;0,00;0,00;741,26;736,03;739,11;;;;0;
2004-12-13;0,00;0,00;0,00;741,76;735,78;738,26;;;;0;
2004-12-10;0,00;0,00;0,00;738,10;732,86;736,89;;;;0;
2004-12-09;0,00;0,00;0,00;740,12;731,81;731,91;;;;0;
2004-12-08;0,00;0,00;0,00;745,17;738,22;740,82;;;;0;
2004-12-07;0,00;0,00;0,00;747,80;740,44;746,05;;;;0;
2004-12-06;0,00;0,00;0,00;743,60;737,69;740,45;;;;0;
2004-12-03;0,00;0,00;0,00;753,85;744,06;744,40;;;;0;
2004-12-02;0,00;0,00;0,00;755,90;750,54;753,74;;;;0;
2004-12-01;0,00;0,00;0,00;750,13;742,05;750,13;;;;0;
2004-11-30;0,00;0,00;0,00;747,69;742,80;743,34;;;;0;
2004-11-29;0,00;0,00;0,00;753,58;744,26;745,81;;;;0;
2004-11-26;0,00;0,00;0,00;744,48;739,80;743,52;;;;0;
2004-11-25;0,00;0,00;0,00;743,86;738,31;743,56;;;;0;
2004-11-24;0,00;0,00;0,00;742,25;737,34;738,17;;;;0;
2004-11-23;0,00;0,00;0,00;741,88;736,58;737,83;;;;0;
2004-11-22;0,00;0,00;0,00;737,98;731,23;735,01;;;;0;
2004-11-19;0,00;0,00;0,00;748,47;739,29;740,17;;;;0;
2004-11-18;0,00;0,00;0,00;751,22;745,71;748,44;;;;0;
2004-11-17;0,00;0,00;0,00;748,99;740,11;748,98;;;;0;
2004-11-16;0,00;0,00;0,00;743,38;737,02;739,63;;;;0;
2004-11-15;0,00;0,00;0,00;748,97;740,19;742,64;;;;0;
2004-11-12;0,00;0,00;0,00;743,42;738,54;742,41;;;;0;
2004-11-11;0,00;0,00;0,00;737,80;729,18;735,98;;;;0;
2004-11-10;0,00;0,00;0,00;735,70;729,02;730,27;;;;0;
2004-11-09;0,00;0,00;0,00;732,79;727,38;727,83;;;;0;
2004-11-08;0,00;0,00;0,00;730,48;722,55;728,40;;;;0;
2004-11-05;0,00;0,00;0,00;728,47;724,14;726,54;;;;0;
2004-11-04;0,00;0,00;0,00;725,71;718,75;722,28;;;;0;
2004-11-03;0,00;0,00;0,00;729,46;722,19;726,49;;;;0;
2004-11-02;0,00;0,00;0,00;723,83;711,70;723,72;;;;0;
2004-11-01;0,00;0,00;0,00;711,52;700,61;711,49;;;;0;
2004-10-29;0,00;0,00;0,00;708,55;701,79;702,55;;;;0;
2004-10-28;0,00;0,00;0,00;708,06;702,44;705,07;;;;0;
2004-10-27;0,00;0,00;0,00;702,49;693,22;701,36;;;;0;
2004-10-26;0,00;0,00;0,00;691,73;685,71;690,12;;;;0;
2004-10-25;0,00;0,00;0,00;699,12;685,00;686,33;;;;0;
2004-10-22;0,00;0,00;0,00;707,05;699,80;702,79;;;;0;
2004-10-21;0,00;0,00;0,00;716,70;707,35;710,90;;;;0;
2004-10-20;0,00;0,00;0,00;721,21;709,88;713,77;;;;0;
2004-10-19;0,00;0,00;0,00;726,51;716,52;723,85;;;;0;
2004-10-18;0,00;0,00;0,00;715,87;711,86;713,09;;;;0;
2004-10-15;0,00;0,00;0,00;716,39;710,08;713,80;;;;0;
2004-10-14;0,00;0,00;0,00;724,76;716,44;717,78;;;;0;
2004-10-13;0,00;0,00;0,00;724,93;717,53;724,19;;;;0;
2004-10-12;0,00;0,00;0,00;723,32;712,70;716,44;;;;0;
2004-10-11;0,00;0,00;0,00;723,11;717,11;722,96;;;;0;
2004-10-08;0,00;0,00;0,00;726,37;718,52;721,73;;;;0;
2004-10-07;0,00;0,00;0,00;729,25;723,27;723,50;;;;0;
2004-10-06;0,00;0,00;0,00;726,96;719,85;723,10;;;;0;
2004-10-05;0,00;0,00;0,00;730,19;721,64;726,70;;;;0;
2004-10-04;0,00;0,00;0,00;727,64;718,91;726,79;;;;0;
2004-10-01;0,00;0,00;0,00;717,82;706,24;717,10;;;;0;
2004-09-30;0,00;0,00;0,00;715,10;704,96;705,76;;;;0;
2004-09-29;0,00;0,00;0,00;710,01;696,22;709,94;;;;0;
2004-09-28;0,00;0,00;0,00;696,44;689,76;694,51;;;;0;
2004-09-27;0,00;0,00;0,00;696,20;690,58;693,55;;;;0;
2004-09-24;0,00;0,00;0,00;700,31;694,83;697,69;;;;0;
2004-09-23;0,00;0,00;0,00;701,47;693,19;698,91;;;;0;
2004-09-22;0,00;0,00;0,00;707,25;699,28;702,10;;;;0;
2004-09-21;0,00;0,00;0,00;703,20;698,20;700,98;;;;0;
2004-09-20;0,00;0,00;0,00;701,72;696,82;700,17;;;;0;
2004-09-17;0,00;0,00;0,00;704,58;699,09;701,86;;;;0;
2004-09-16;0,00;0,00;0,00;702,87;695,13;700,03;;;;0;
2004-09-15;0,00;0,00;0,00;705,60;698,77;700,91;;;;0;
2004-09-14;0,00;0,00;0,00;701,97;695,63;699,57;;;;0;
2004-09-13;0,00;0,00;0,00;702,97;689,10;702,62;;;;0;
2004-09-10;0,00;0,00;0,00;693,01;688,67;691,91;;;;0;
2004-09-09;0,00;0,00;0,00;692,99;684,48;687,44;;;;0;
2004-09-08;0,00;0,00;0,00;698,38;693,59;693,66;;;;0;
2004-09-07;0,00;0,00;0,00;698,73;692,85;695,68;;;;0;
2004-09-06;0,00;0,00;0,00;699,46;696,40;697,36;;;;0;
2004-09-03;0,00;0,00;0,00;699,97;691,93;696,67;;;;0;
2004-09-02;0,00;0,00;0,00;697,61;689,67;694,28;;;;0;
2004-09-01;0,00;0,00;0,00;693,55;686,25;693,43;;;;0;
2004-08-31;0,00;0,00;0,00;690,42;683,20;685,03;;;;0;
2004-08-30;0,00;0,00;0,00;692,08;687,81;689,20;;;;0;
2004-08-27;0,00;0,00;0,00;691,04;684,79;690,92;;;;0;
2004-08-26;0,00;0,00;0,00;690,94;685,05;689,02;;;;0;
2004-08-25;0,00;0,00;0,00;683,88;676,14;683,26;;;;0;
2004-08-24;0,00;0,00;0,00;683,77;676,31;676,86;;;;0;
2004-08-23;0,00;0,00;0,00;679,23;666,35;679,23;;;;0;
2004-08-20;0,00;0,00;0,00;665,92;659,98;664,52;;;;0;
2004-08-19;0,00;0,00;0,00;670,70;664,08;666,56;;;;0;
2004-08-18;0,00;0,00;0,00;666,00;655,92;665,41;;;;0;
2004-08-17;0,00;0,00;0,00;662,04;655,65;658,63;;;;0;
2004-08-16;0,00;0,00;0,00;656,55;644,04;656,02;;;;0;
2004-08-13;0,00;0,00;0,00;654,43;646,61;649,36;;;;0;
2004-08-12;0,00;0,00;0,00;658,22;644,98;650,70;;;;0;
2004-08-11;0,00;0,00;0,00;663,46;649,32;653,37;;;;0;
2004-08-10;0,00;0,00;0,00;667,13;656,83;664,67;;;;0;
2004-08-09;0,00;0,00;0,00;663,77;653,49;656,91;;;;0;
2004-08-06;0,00;0,00;0,00;676,59;660,82;663,15;;;;0;
2004-08-05;0,00;0,00;0,00;682,26;675,50;679,04;;;;0;
2004-08-04;0,00;0,00;0,00;677,31;671,16;674,23;;;;0;
2004-08-03;0,00;0,00;0,00;681,83;677,35;679,19;;;;0;
2004-08-02;0,00;0,00;0,00;681,43;675,85;678,80;;;;0;
2004-07-30;0,00;0,00;0,00;686,26;677,38;683,30;;;;0;
2004-07-29;0,00;0,00;0,00;684,16;675,54;680,14;;;;0;
2004-07-28;0,00;0,00;0,00;681,38;672,89;674,36;;;;0;
2004-07-27;0,00;0,00;0,00;671,95;663,58;671,95;;;;0;
2004-07-26;0,00;0,00;0,00;671,52;661,70;661,76;;;;0;
2004-07-23;0,00;0,00;0,00;674,41;668,17;668,45;;;;0;
2004-07-22;0,00;0,00;0,00;679,40;668,20;668,23;;;;0;
2004-07-21;0,00;0,00;0,00;694,52;680,62;683,09;;;;0;
2004-07-20;0,00;0,00;0,00;670,79;661,93;668,70;;;;0;
2004-07-19;0,00;0,00;0,00;675,22;666,05;666,28;;;;0;
2004-07-16;0,00;0,00;0,00;674,59;666,81;673,44;;;;0;
2004-07-15;0,00;0,00;0,00;682,39;667,11;669,12;;;;0;
2004-07-14;0,00;0,00;0,00;681,91;670,61;680,47;;;;0;
2004-07-13;0,00;0,00;0,00;680,05;668,16;676,03;;;;0;
2004-07-12;0,00;0,00;0,00;681,00;665,86;669,00;;;;0;
2004-07-09;0,00;0,00;0,00;684,65;676,42;679,50;;;;0;
2004-07-08;0,00;0,00;0,00;686,24;681,38;685,30;;;;0;
2004-07-07;0,00;0,00;0,00;688,38;682,32;684,29;;;;0;
2004-07-06;0,00;0,00;0,00;692,12;685,06;685,40;;;;0;
2004-07-05;0,00;0,00;0,00;697,32;691,12;693,08;;;;0;
2004-07-02;0,00;0,00;0,00;698,63;693,08;695,82;;;;0;
2004-07-01;0,00;0,00;0,00;703,94;697,73;697,97;;;;0;
2004-06-30;0,00;0,00;0,00;701,99;697,62;698,13;;;;0;
2004-06-29;0,00;0,00;0,00;698,63;694,85;697,86;;;;0;
2004-06-28;0,00;0,00;0,00;700,25;694,31;699,27;;;;0;
2004-06-24;0,00;0,00;0,00;698,98;694,95;697,54;;;;0;
2004-06-23;0,00;0,00;0,00;690,61;679,75;690,46;;;;0;
2004-06-22;0,00;0,00;0,00;681,72;676,33;677,92;;;;0;
2004-06-21;0,00;0,00;0,00;683,50;678,35;680,69;;;;0;
2004-06-18;0,00;0,00;0,00;683,65;679,54;681,37;;;;0;
2004-06-17;0,00;0,00;0,00;687,96;681,61;683,71;;;;0;
2004-06-16;0,00;0,00;0,00;687,34;682,85;686,46;;;;0;
2004-06-15;0,00;0,00;0,00;684,66;676,56;682,92;;;;0;
2004-06-14;0,00;0,00;0,00;687,20;676,44;677,89;;;;0;
2004-06-11;0,00;0,00;0,00;688,74;685,78;687,26;;;;0;
2004-06-10;0,00;0,00;0,00;688,92;685,08;686,61;;;;0;
2004-06-09;0,00;0,00;0,00;694,94;687,24;687,24;;;;0;
2004-06-08;0,00;0,00;0,00;694,93;688,60;691,30;;;;0;
2004-06-07;0,00;0,00;0,00;693,73;687,94;693,17;;;;0;
2004-06-04;0,00;0,00;0,00;685,90;677,21;685,49;;;;0;
2004-06-03;0,00;0,00;0,00;676,00;668,59;676,00;;;;0;
2004-06-02;0,00;0,00;0,00;676,30;667,86;672,03;;;;0;
2004-06-01;0,00;0,00;0,00;674,21;666,06;666,06;;;;0;
2004-05-28;0,00;0,00;0,00;676,06;672,23;673,95;;;;0;
2004-05-27;0,00;0,00;0,00;674,01;665,55;671,79;;;;0;
2004-05-26;0,00;0,00;0,00;673,38;662,14;665,26;;;;0;
2004-05-25;0,00;0,00;0,00;668,30;661,14;663,77;;;;0;
2004-05-24;0,00;0,00;0,00;676,71;667,62;670,12;;;;0;
2004-05-21;0,00;0,00;0,00;670,10;662,57;667,02;;;;0;
2004-05-19;0,00;0,00;0,00;673,78;662,55;670,88;;;;0;
2004-05-18;0,00;0,00;0,00;661,08;655,12;658,86;;;;0;
2004-05-17;0,00;0,00;0,00;657,64;649,94;653,85;;;;0;
2004-05-14;0,00;0,00;0,00;668,91;661,22;663,75;;;;0;
2004-05-13;0,00;0,00;0,00;669,92;653,36;668,39;;;;0;
2004-05-12;0,00;0,00;0,00;667,33;650,78;651,60;;;;0;
2004-05-11;0,00;0,00;0,00;664,88;653,79;664,86;;;;0;
2004-05-10;0,00;0,00;0,00;672,11;651,28;652,21;;;;0;
2004-05-07;0,00;0,00;0,00;680,83;670,01;676,35;;;;0;
2004-05-06;0,00;0,00;0,00;697,09;676,47;677,48;;;;0;
2004-05-05;0,00;0,00;0,00;699,42;689,50;696,71;;;;0;
2004-05-04;0,00;0,00;0,00;693,07;686,13;688,35;;;;0;
2004-05-03;0,00;0,00;0,00;691,89;680,80;689,97;;;;0;
2004-04-30;0,00;0,00;0,00;693,42;684,30;685,59;;;;0;
2004-04-29;0,00;0,00;0,00;697,42;685,21;693,60;;;;0;
2004-04-28;0,00;0,00;0,00;713,05;698,32;698,32;;;;0;
2004-04-27;0,00;0,00;0,00;718,22;713,21;714,29;;;;0;
2004-04-26;0,00;0,00;0,00;724,89;714,21;716,11;;;;0;
2004-04-23;0,00;0,00;0,00;729,45;719,36;720,00;;;;0;
2004-04-22;0,00;0,00;0,00;728,87;717,91;728,07;;;;0;
2004-04-21;0,00;0,00;0,00;725,60;716,03;716,30;;;;0;
2004-04-20;0,00;0,00;0,00;727,84;719,87;725,07;;;;0;
2004-04-19;0,00;0,00;0,00;716,91;712,24;716,19;;;;0;
2004-04-16;0,00;0,00;0,00;717,66;708,00;713,12;;;;0;
2004-04-15;0,00;0,00;0,00;717,08;708,76;710,89;;;;0;
2004-04-14;0,00;0,00;0,00;717,83;706,78;714,18;;;;0;
2004-04-13;0,00;0,00;0,00;726,71;719,79;720,87;;;;0;
2004-04-08;0,00;0,00;0,00;725,01;718,87;719,93;;;;0;
2004-04-07;0,00;0,00;0,00;726,23;717,92;718,04;;;;0;
2004-04-06;0,00;0,00;0,00;725,66;712,22;717,59;;;;0;
2004-04-05;0,00;0,00;0,00;721,90;714,61;721,04;;;;0;
2004-04-02;0,00;0,00;0,00;716,10;703,94;713,11;;;;0;
2004-04-01;0,00;0,00;0,00;705,55;693,72;705,05;;;;0;
2004-03-31;0,00;0,00;0,00;694,66;687,20;690,28;;;;0;
2004-03-30;0,00;0,00;0,00;692,60;685,80;688,10;;;;0;
2004-03-29;0,00;0,00;0,00;691,59;679,80;691,59;;;;0;
2004-03-26;0,00;0,00;0,00;683,40;675,98;679,57;;;;0;
2004-03-25;0,00;0,00;0,00;678,40;668,49;678,33;;;;0;
2004-03-24;0,00;0,00;0,00;675,25;665,26;666,61;;;;0;
2004-03-23;0,00;0,00;0,00;673,17;660,11;670,17;;;;0;
2004-03-22;0,00;0,00;0,00;677,44;660,56;662,73;;;;0;
2004-03-19;0,00;0,00;0,00;684,06;677,20;681,76;;;;0;
2004-03-18;0,00;0,00;0,00;693,83;679,36;679,42;;;;0;
2004-03-17;0,00;0,00;0,00;693,92;684,12;693,10;;;;0;
2004-03-16;0,00;0,00;0,00;684,20;672,92;683,41;;;;0;
2004-03-15;0,00;0,00;0,00;690,93;678,35;680,19;;;;0;
2004-03-12;0,00;0,00;0,00;690,56;674,18;688,93;;;;0;
2004-03-11;0,00;0,00;0,00;699,07;676,27;683,16;;;;0;
2004-03-10;0,00;0,00;0,00;706,35;701,52;705,83;;;;0;
2004-03-09;0,00;0,00;0,00;715,25;706,48;706,98;;;;0;
2004-03-08;0,00;0,00;0,00;720,94;716,01;718,39;;;;0;
2004-03-05;0,00;0,00;0,00;721,84;712,81;717,24;;;;0;
2004-03-04;0,00;0,00;0,00;723,72;715,59;716,41;;;;0;
2004-03-03;0,00;0,00;0,00;719,56;711,98;718,99;;;;0;
2004-03-02;0,00;0,00;0,00;714,27;706,97;713,93;;;;0;
2004-03-01;0,00;0,00;0,00;705,86;697,51;704,47;;;;0;
2004-02-27;0,00;0,00;0,00;704,46;697,19;698,18;;;;0;
2004-02-26;0,00;0,00;0,00;700,09;695,18;697,44;;;;0;
2004-02-25;0,00;0,00;0,00;695,28;687,49;693,77;;;;0;
2004-02-24;0,00;0,00;0,00;702,02;687,75;690,56;;;;0;
2004-02-23;0,00;0,00;0,00;707,89;700,83;703,90;;;;0;
2004-02-20;0,00;0,00;0,00;704,98;698,16;700,10;;;;0;
2004-02-19;0,00;0,00;0,00;709,75;700,81;705,81;;;;0;
2004-02-18;0,00;0,00;0,00;703,62;696,96;699,60;;;;0;
2004-02-17;0,00;0,00;0,00;701,78;696,44;700,00;;;;0;
2004-02-16;0,00;0,00;0,00;697,33;687,45;695,80;;;;0;
2004-02-13;0,00;0,00;0,00;695,38;688,61;689,16;;;;0;
2004-02-12;0,00;0,00;0,00;706,37;694,03;694,13;;;;0;
2004-02-11;0,00;0,00;0,00;703,17;691,26;699,79;;;;0;
2004-02-10;0,00;0,00;0,00;699,79;688,18;698,34;;;;0;
2004-02-09;0,00;0,00;0,00;695,23;689,27;691,47;;;;0;
2004-02-06;0,00;0,00;0,00;692,77;685,19;687,59;;;;0;
2004-02-05;0,00;0,00;0,00;674,08;665,85;673,12;;;;0;
2004-02-04;0,00;0,00;0,00;669,57;662,39;667,89;;;;0;
2004-02-03;0,00;0,00;0,00;669,95;665,81;669,87;;;;0;
2004-02-02;0,00;0,00;0,00;680,15;669,72;670,48;;;;0;
2004-01-30;0,00;0,00;0,00;675,69;669,59;673,91;;;;0;
2004-01-29;0,00;0,00;0,00;671,01;664,42;666,32;;;;0;
2004-01-28;0,00;0,00;0,00;675,57;669,91;672,10;;;;0;
2004-01-27;0,00;0,00;0,00;684,06;675,18;675,18;;;;0;
2004-01-26;0,00;0,00;0,00;676,87;672,07;676,87;;;;0;
2004-01-23;0,00;0,00;0,00;677,20;668,46;674,65;;;;0;
2004-01-22;0,00;0,00;0,00;676,39;667,40;672,92;;;;0;
2004-01-21;0,00;0,00;0,00;671,85;663,58;667,00;;;;0;
2004-01-20;0,00;0,00;0,00;678,10;669,60;671,25;;;;0;
2004-01-19;0,00;0,00;0,00;680,09;674,87;676,15;;;;0;
2004-01-16;0,00;0,00;0,00;672,83;667,62;672,54;;;;0;
2004-01-15;0,00;0,00;0,00;666,37;657,75;665,12;;;;0;
2004-01-14;0,00;0,00;0,00;662,64;654,58;661,13;;;;0;
2004-01-13;0,00;0,00;0,00;662,06;651,12;655,10;;;;0;
2004-01-12;0,00;0,00;0,00;653,69;644,74;652,33;;;;0;
2004-01-09;0,00;0,00;0,00;653,90;644,66;650,48;;;;0;
2004-01-08;0,00;0,00;0,00;654,07;637,42;647,70;;;;0;
2004-01-07;0,00;0,00;0,00;648,79;633,47;635,47;;;;0;
2004-01-05;0,00;0,00;0,00;645,30;640,84;644,55;;;;0;
2004-01-02;0,00;0,00;0,00;644,55;635,67;644,48;;;;0;
2003-12-30;0,00;0,00;0,00;644,06;633,50;636,29;;;;0;
2003-12-29;0,00;0,00;0,00;640,00;628,62;638,62;;;;0;
2003-12-23;0,00;0,00;0,00;628,86;618,44;628,11;;;;0;
2003-12-22;0,00;0,00;0,00;620,95;616,24;618,39;;;;0;
2003-12-19;0,00;0,00;0,00;619,67;612,08;618,55;;;;0;
2003-12-18;0,00;0,00;0,00;614,64;604,47;613,78;;;;0;
2003-12-17;0,00;0,00;0,00;615,55;605,92;606,08;;;;0;
2003-12-16;0,00;0,00;0,00;620,45;613,87;614,08;;;;0;
2003-12-15;0,00;0,00;0,00;625,37;618,78;621,60;;;;0;
2003-12-12;0,00;0,00;0,00;621,12;615,55;617,53;;;;0;
2003-12-11;0,00;0,00;0,00;618,48;613,43;617,44;;;;0;
2003-12-10;0,00;0,00;0,00;618,42;611,82;616,23;;;;0;
2003-12-09;0,00;0,00;0,00;621,79;616,51;616,97;;;;0;
2003-12-08;0,00;0,00;0,00;621,99;614,75;616,35;;;;0;
2003-12-05;0,00;0,00;0,00;629,34;621,72;623,24;;;;0;
2003-12-04;0,00;0,00;0,00;627,99;621,66;626,28;;;;0;
2003-12-03;0,00;0,00;0,00;626,43;620,36;622,54;;;;0;
2003-12-02;0,00;0,00;0,00;627,12;619,10;621,92;;;;0;
2003-12-01;0,00;0,00;0,00;622,31;615,72;621,26;;;;0;
2003-11-28;0,00;0,00;0,00;619,54;612,61;614,52;;;;0;
2003-11-27;0,00;0,00;0,00;617,36;609,49;617,02;;;;0;
2003-11-26;0,00;0,00;0,00;614,74;607,38;609,48;;;;0;
2003-11-25;0,00;0,00;0,00;616,30;611,81;612,38;;;;0;
2003-11-24;0,00;0,00;0,00;613,98;603,77;613,61;;;;0;
2003-11-21;0,00;0,00;0,00;606,50;601,38;603,13;;;;0;
2003-11-20;0,00;0,00;0,00;611,82;599,64;605,42;;;;0;
2003-11-19;0,00;0,00;0,00;612,69;606,48;608,38;;;;0;
2003-11-18;0,00;0,00;0,00;622,46;613,06;615,15;;;;0;
2003-11-17;0,00;0,00;0,00;629,43;617,40;617,52;;;;0;
2003-11-14;0,00;0,00;0,00;634,14;622,89;631,30;;;;0;
2003-11-13;0,00;0,00;0,00;625,11;618,44;624,65;;;;0;
2003-11-12;0,00;0,00;0,00;619,02;612,03;617,21;;;;0;
2003-11-11;0,00;0,00;0,00;617,08;611,93;614,33;;;;0;
2003-11-10;0,00;0,00;0,00;623,93;618,06;618,34;;;;0;
2003-11-07;0,00;0,00;0,00;628,17;617,91;622,38;;;;0;
2003-11-06;0,00;0,00;0,00;620,18;610,78;616,66;;;;0;
2003-11-05;0,00;0,00;0,00;617,98;609,86;612,08;;;;0;
2003-11-04;0,00;0,00;0,00;624,53;617,15;619,16;;;;0;
2003-11-03;0,00;0,00;0,00;625,99;618,22;622,09;;;;0;
2003-10-31;0,00;0,00;0,00;620,22;615,33;617,57;;;;0;
2003-10-30;0,00;0,00;0,00;627,29;614,64;620,28;;;;0;
2003-10-29;0,00;0,00;0,00;626,49;617,50;618,56;;;;0;
2003-10-28;0,00;0,00;0,00;622,84;615,17;622,03;;;;0;
